Company Code,Internal ID,SubTran ID,Document No.,Year,Line Item,Period,Posting Period,Document Date,Local Currency Code,Local Amount (Debit),Local Amount (Credit),Document Currency Code,Document Amount (Debit),Document Amount (Credit),GL Account Number,GL Account Name,Entity Name,Tax Registration Number,Department,Class,Location,Journal Description,Transaction Type,Creator
United Kingdom,4413,76,0697,2015,7,9,Sep 2015,9/27/2015,GBP,0,120,GBP,0,120,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,8,9,Sep 2015,9/27/2015,GBP,0,3552,GBP,0,3552,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,9,9,Sep 2015,9/27/2015,GBP,123,0,GBP,123,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,10,9,Sep 2015,9/27/2015,GBP,0,123,GBP,0,123,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,11,9,Sep 2015,9/27/2015,GBP,0,400,GBP,0,400,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,12,9,Sep 2015,9/27/2015,GBP,200,0,GBP,200,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,13,9,Sep 2015,9/27/2015,GBP,0,200,GBP,0,200,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,14,9,Sep 2015,9/27/2015,GBP,0,796,GBP,0,796,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,15,9,Sep 2015,9/27/2015,GBP,300,0,GBP,300,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,16,9,Sep 2015,9/27/2015,GBP,0,300,GBP,0,300,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,17,9,Sep 2015,9/27/2015,GBP,0,4000,GBP,0,4000,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,18,9,Sep 2015,9/27/2015,GBP,150,0,GBP,150,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,19,9,Sep 2015,9/27/2015,GBP,0,150,GBP,0,150,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,20,9,Sep 2015,9/27/2015,GBP,0,500,GBP,0,500,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,21,9,Sep 2015,9/27/2015,GBP,145,0,GBP,145,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,22,9,Sep 2015,9/27/2015,GBP,0,145,GBP,0,145,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,23,9,Sep 2015,9/27/2015,GBP,0,804,GBP,0,804,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,24,9,Sep 2015,9/27/2015,GBP,345,0,GBP,345,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,25,9,Sep 2015,9/27/2015,GBP,0,345,GBP,0,345,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,26,9,Sep 2015,9/27/2015,GBP,0,748,GBP,0,748,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,27,9,Sep 2015,9/27/2015,GBP,230,0,GBP,230,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,28,9,Sep 2015,9/27/2015,GBP,0,230,GBP,0,230,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,29,9,Sep 2015,9/27/2015,GBP,0,2500,GBP,0,2500,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,32,9,Sep 2015,9/27/2015,GBP,0,1710.4,GBP,0,1710.4,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,33,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,1,9,Sep 2015,9/27/2015,GBP,14972,0,GBP,14972,0,1200,1200 Accounts Receivable,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,2,9,Sep 2015,9/27/2015,GBP,0,520,GBP,0,520,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,3,9,Sep 2015,9/27/2015,GBP,100,0,GBP,100,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,4,9,Sep 2015,9/27/2015,GBP,0,100,GBP,0,100,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,5,9,Sep 2015,9/27/2015,GBP,0,1152,GBP,0,1152,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,6,9,Sep 2015,9/27/2015,GBP,120,0,GBP,120,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,7,9,Sep 2015,9/27/2015,GBP,0,120,GBP,0,120,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,8,9,Sep 2015,9/27/2015,GBP,0,3552,GBP,0,3552,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,9,9,Sep 2015,9/27/2015,GBP,123,0,GBP,123,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,10,9,Sep 2015,9/27/2015,GBP,0,123,GBP,0,123,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,11,9,Sep 2015,9/27/2015,GBP,0,400,GBP,0,400,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,12,9,Sep 2015,9/27/2015,GBP,200,0,GBP,200,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,13,9,Sep 2015,9/27/2015,GBP,0,200,GBP,0,200,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,14,9,Sep 2015,9/27/2015,GBP,0,796,GBP,0,796,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,15,9,Sep 2015,9/27/2015,GBP,300,0,GBP,300,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,16,9,Sep 2015,9/27/2015,GBP,0,300,GBP,0,300,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,17,9,Sep 2015,9/27/2015,GBP,0,4000,GBP,0,4000,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,18,9,Sep 2015,9/27/2015,GBP,150,0,GBP,150,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,19,9,Sep 2015,9/27/2015,GBP,0,150,GBP,0,150,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,20,9,Sep 2015,9/27/2015,GBP,0,500,GBP,0,500,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,21,9,Sep 2015,9/27/2015,GBP,145,0,GBP,145,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,22,9,Sep 2015,9/27/2015,GBP,0,145,GBP,0,145,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,23,9,Sep 2015,9/27/2015,GBP,0,804,GBP,0,804,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,24,9,Sep 2015,9/27/2015,GBP,345,0,GBP,345,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,25,9,Sep 2015,9/27/2015,GBP,0,345,GBP,0,345,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,26,9,Sep 2015,9/27/2015,GBP,0,748,GBP,0,748,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,27,9,Sep 2015,9/27/2015,GBP,230,0,GBP,230,0,5000,5000 Cost of Goods Sold,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,28,9,Sep 2015,9/27/2015,GBP,0,230,GBP,0,230,1412,1412 Inventory Asset,French Connection,122122221,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,29,9,Sep 2015,9/27/2015,GBP,0,2500,GBP,0,2500,4001,4001 Revenue : Services Revenue,French Connection,122122221,,,London Warehouse,0698,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,32,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustInvc,Marc Collins
United Kingdom,4414,77,0698,2015,33,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,1,9,Sep 2015,9/27/2015,GBP,14972,0,GBP,14972,0,1200,1200 Accounts Receivable,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,2,9,Sep 2015,9/27/2015,GBP,0,520,GBP,0,520,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,3,9,Sep 2015,9/27/2015,GBP,100,0,GBP,100,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,4,9,Sep 2015,9/27/2015,GBP,0,100,GBP,0,100,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,5,9,Sep 2015,9/27/2015,GBP,0,1152,GBP,0,1152,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,6,9,Sep 2015,9/27/2015,GBP,120,0,GBP,120,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,7,9,Sep 2015,9/27/2015,GBP,0,120,GBP,0,120,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,8,9,Sep 2015,9/27/2015,GBP,0,3552,GBP,0,3552,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,9,9,Sep 2015,9/27/2015,GBP,123,0,GBP,123,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,10,9,Sep 2015,9/27/2015,GBP,0,123,GBP,0,123,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,11,9,Sep 2015,9/27/2015,GBP,0,400,GBP,0,400,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,12,9,Sep 2015,9/27/2015,GBP,200,0,GBP,200,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,13,9,Sep 2015,9/27/2015,GBP,0,200,GBP,0,200,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,14,9,Sep 2015,9/27/2015,GBP,0,796,GBP,0,796,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,15,9,Sep 2015,9/27/2015,GBP,300,0,GBP,300,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,16,9,Sep 2015,9/27/2015,GBP,0,300,GBP,0,300,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,17,9,Sep 2015,9/27/2015,GBP,0,4000,GBP,0,4000,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,18,9,Sep 2015,9/27/2015,GBP,150,0,GBP,150,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,19,9,Sep 2015,9/27/2015,GBP,0,150,GBP,0,150,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,20,9,Sep 2015,9/27/2015,GBP,0,500,GBP,0,500,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,21,9,Sep 2015,9/27/2015,GBP,145,0,GBP,145,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,22,9,Sep 2015,9/27/2015,GBP,0,145,GBP,0,145,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,23,9,Sep 2015,9/27/2015,GBP,0,804,GBP,0,804,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,24,9,Sep 2015,9/27/2015,GBP,345,0,GBP,345,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,25,9,Sep 2015,9/27/2015,GBP,0,345,GBP,0,345,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,26,9,Sep 2015,9/27/2015,GBP,0,748,GBP,0,748,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,27,9,Sep 2015,9/27/2015,GBP,230,0,GBP,230,0,5000,5000 Cost of Goods Sold,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,28,9,Sep 2015,9/27/2015,GBP,0,230,GBP,0,230,1412,1412 Inventory Asset,Deutschland Co,888666665,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,29,9,Sep 2015,9/27/2015,GBP,0,2500,GBP,0,2500,4001,4001 Revenue : Services Revenue,Deutschland Co,888666665,,,London Warehouse,0699,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,32,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustInvc,Marc Collins
United Kingdom,4415,78,0699,2015,33,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustInvc,Marc Collins
United Kingdom,4423,79,,2015,1,9,Sep 2015,9/26/2015,GBP,0,11478,GBP,0,11478,2000,2000 Accounts Payable,Kingstown Tech,,,,,Bill ID # 4423,VendBill,Marc Collins
United Kingdom,4423,79,,2015,2,9,Sep 2015,9/26/2015,GBP,500,0,GBP,500,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Antera Accent Chairs,VendBill,Marc Collins
United Kingdom,4423,79,,2015,5,9,Sep 2015,9/26/2015,GBP,600,0,GBP,600,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Antono Executive Chairs,VendBill,Marc Collins
United Kingdom,4423,79,,2015,8,9,Sep 2015,9/26/2015,GBP,615,0,GBP,615,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Arco Bookcase,VendBill,Marc Collins
United Kingdom,4423,79,,2015,11,9,Sep 2015,9/26/2015,GBP,1000,0,GBP,1000,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Console Tables,VendBill,Marc Collins
United Kingdom,4423,79,,2015,14,9,Sep 2015,9/26/2015,GBP,1500,0,GBP,1500,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Mobile Cabinets,VendBill,Marc Collins
United Kingdom,4423,79,,2015,17,9,Sep 2015,9/26/2015,GBP,750,0,GBP,750,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of office tables,VendBill,Marc Collins
United Kingdom,4423,79,,2015,20,9,Sep 2015,9/26/2015,GBP,725,0,GBP,725,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Perth Side Tables,VendBill,Marc Collins
United Kingdom,4423,79,,2015,23,9,Sep 2015,9/26/2015,GBP,1725,0,GBP,1725,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Sheridan Armchairs,VendBill,Marc Collins
United Kingdom,4423,79,,2015,26,9,Sep 2015,9/26/2015,GBP,1150,0,GBP,1150,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Utility Shelves,VendBill,Marc Collins
United Kingdom,4423,79,,2015,29,9,Sep 2015,9/26/2015,GBP,1000,0,GBP,1000,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,,,,London Warehouse,Bill ID # 4423,VendBill,Marc Collins
United Kingdom,4423,79,,2015,30,9,Sep 2015,9/26/2015,GBP,1913,0,GBP,1913,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,Marc Collins
United Kingdom,4424,80,,2015,1,9,Sep 2015,9/27/2015,GBP,0,10340,GBP,0,10340,2000,2000 Accounts Payable,GB Consultants,,,,,Bill ID # 4424,VendBill,Marc Collins
United Kingdom,4424,80,,2015,2,9,Sep 2015,9/27/2015,GBP,500,0,GBP,500,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Antera Accent Chairs,VendBill,Marc Collins
United Kingdom,4424,80,,2015,3,9,Sep 2015,9/27/2015,GBP,600,0,GBP,600,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Antono Executive Chairs,VendBill,Marc Collins
United Kingdom,4424,80,,2015,4,9,Sep 2015,9/27/2015,GBP,615,0,GBP,615,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Arco Bookcase,VendBill,Marc Collins
United Kingdom,4424,80,,2015,5,9,Sep 2015,9/27/2015,GBP,1000,0,GBP,1000,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Console Tables,VendBill,Marc Collins
United Kingdom,4424,80,,2015,6,9,Sep 2015,9/27/2015,GBP,1500,0,GBP,1500,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Mobile Cabinets,VendBill,Marc Collins
United Kingdom,4424,80,,2015,7,9,Sep 2015,9/27/2015,GBP,750,0,GBP,750,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of office tables,VendBill,Marc Collins
United Kingdom,4424,80,,2015,8,9,Sep 2015,9/27/2015,GBP,725,0,GBP,725,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Perth Side Tables,VendBill,Marc Collins
United Kingdom,4424,80,,2015,9,9,Sep 2015,9/27/2015,GBP,1725,0,GBP,1725,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Sheridan Armchairs,VendBill,Marc Collins
United Kingdom,4424,80,,2015,10,9,Sep 2015,9/27/2015,GBP,1150,0,GBP,1150,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Utility Shelves,VendBill,Marc Collins
United Kingdom,4424,80,,2015,11,9,Sep 2015,9/27/2015,GBP,1000,0,GBP,1000,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,,,,London Warehouse,Bill ID # 4424,VendBill,Marc Collins
United Kingdom,4424,80,,2015,12,9,Sep 2015,9/27/2015,GBP,775,0,GBP,775,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,Marc Collins
United Kingdom,4424,80,,2015,13,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,1968,1968 購入に対するVAT（付加価値税）,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,Marc Collins
United Kingdom,4425,81,,2015,1,9,Sep 2015,9/27/2015,GBP,0,9565,GBP,0,9565,2000,2000 Accounts Payable,French Connect,,,,,Bill ID # 4425,VendBill,Marc Collins
United Kingdom,4425,81,,2015,2,9,Sep 2015,9/27/2015,GBP,500,0,GBP,500,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Antera Accent Chairs,VendBill,Marc Collins
United Kingdom,4425,81,,2015,3,9,Sep 2015,9/27/2015,GBP,600,0,GBP,600,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Antono Executive Chairs,VendBill,Marc Collins
United Kingdom,4425,81,,2015,4,9,Sep 2015,9/27/2015,GBP,615,0,GBP,615,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Arco Bookcase,VendBill,Marc Collins
United Kingdom,4425,81,,2015,5,9,Sep 2015,9/27/2015,GBP,1000,0,GBP,1000,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Console Tables,VendBill,Marc Collins
United Kingdom,4425,81,,2015,6,9,Sep 2015,9/27/2015,GBP,1500,0,GBP,1500,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Mobile Cabinets,VendBill,Marc Collins
United Kingdom,4425,81,,2015,7,9,Sep 2015,9/27/2015,GBP,750,0,GBP,750,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of office tables,VendBill,Marc Collins
United Kingdom,4425,81,,2015,8,9,Sep 2015,9/27/2015,GBP,725,0,GBP,725,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Perth Side Tables,VendBill,Marc Collins
United Kingdom,4425,81,,2015,9,9,Sep 2015,9/27/2015,GBP,1725,0,GBP,1725,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Sheridan Armchairs,VendBill,Marc Collins
United Kingdom,4425,81,,2015,10,9,Sep 2015,9/27/2015,GBP,1150,0,GBP,1150,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Utility Shelves,VendBill,Marc Collins
United Kingdom,4425,81,,2015,11,9,Sep 2015,9/27/2015,GBP,1000,0,GBP,1000,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,,,,London Warehouse,Bill ID # 4425,VendBill,Marc Collins
United Kingdom,4425,81,,2015,12,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,Marc Collins
United Kingdom,4425,81,,2015,13,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,Marc Collins
United Kingdom,4426,82,,2015,1,9,Sep 2015,9/27/2015,GBP,0,9565,GBP,0,9565,2000,2000 Accounts Payable,Deutsch Company,,,,,Bill ID # 4426,VendBill,Marc Collins
United Kingdom,4426,82,,2015,2,9,Sep 2015,9/27/2015,GBP,500,0,GBP,500,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Antera Accent Chairs,VendBill,Marc Collins
United Kingdom,4426,82,,2015,3,9,Sep 2015,9/27/2015,GBP,600,0,GBP,600,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Antono Executive Chairs,VendBill,Marc Collins
United Kingdom,4426,82,,2015,4,9,Sep 2015,9/27/2015,GBP,615,0,GBP,615,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Arco Bookcase,VendBill,Marc Collins
